content,score,label,reviewCreatedVersion,at,appVersion,content_lower_case
ok,5,1,,2026-01-26 5:11:30,,ok
Semakin lengkap dan akurat,4,1,5.47.1,2026-01-26 5:02:07,5.47.1,semakin lengkap dan akurat
mantap,5,1,,2026-01-26 4:38:11,,mantap
Gojek memang oke dan tarifnya murah,5,1,,2026-01-26 4:36:26,,gojek memang oke dan tarifnya murah
pelayanan bagus,5,1,5.46.2,2026-01-26 4:23:23,5.46.2,pelayanan bagus
"performance driver nya semakin turun nih, dapet nya lama, padahal bukan di jam sibuk, saya telat jadinya",5,1,5.47.1,2026-01-26 4:00:33,5.47.1,performance driver nya semakin turun nih dapet nya lama padahal bukan di jam sibuk saya telat jadinya
puas,5,1,5.46.2,2026-01-26 3:52:11,5.46.2,puas
top,5,1,5.46.2,2026-01-26 3:49:49,5.46.2,top
"beberapa kali order gocar lama banget ga dapet2, sekalinya dpt malah jauh, melebihi destinasi tujuan, mending pindah ke spk sebelah, ga ada 1 menit dpt yg lebih dekat.",2,0,5.47.1,2026-01-26 3:49:04,5.47.1,beberapa kali order gocar lama banget ga dapet2 sekalinya dpt malah jauh melebihi destinasi tujuan mending pindah ke spk sebelah ga ada 1 menit dpt yg lebih dekat
oke,5,1,5.45.1,2026-01-26 3:26:24,5.45.1,oke
kenapa skrg gojek mahal sih nga kaya dlu,3,0,5.46.2,2026-01-26 3:15:31,5.46.2,kenapa skrg gojek mahal sih nga kaya dlu
untuk beberapa kota kecil masih sulit ditemukan drivernya,4,1,5.47.1,2026-01-26 3:07:34,5.47.1,untuk beberapa kota kecil masih sulit ditemukan drivernya
banyak banyakin promo,5,1,,2026-01-26 3:06:26,,banyak banyakin promo
sangat membantu,5,1,5.47.1,2026-01-26 2:56:09,5.47.1,sangat membantu
terimakasih,5,1,5.47.1,2026-01-26 2:52:14,5.47.1,terimakasih
ok,5,1,5.47.1,2026-01-26 2:32:54,5.47.1,ok
layanan cepat dan mudah di akses,5,1,5.46.2,2026-01-26 2:21:28,5.46.2,layanan cepat dan mudah di akses
"cepat ,dan membantu saya dalam pulang atau pergi bekerja",5,1,5.47.1,2026-01-26 2:06:03,5.47.1,cepat dan membantu saya dalam pulang atau pergi bekerja
👌,5,1,5.45.1,2026-01-26 2:02:30,5.45.1,
mantapks,5,1,5.46.2,2026-01-26 2:01:29,5.46.2,mantapks
TITIK JEMPUTAN SLLU NYASAR,5,1,5.47.1,2026-01-26 2:01:08,5.47.1,titik jemputan sllu nyasar
"bikin promo hemat,nyari drivernya susah",1,0,5.47.1,2026-01-26 1:16:38,5.47.1,bikin promo hemat nyari drivernya susah
pick upnya jauh banget..kasian driver dan penumpang inimah😭😭,3,0,5.47.1,2026-01-26 1:11:01,5.47.1,pick upnya jauh banget kasian driver dan penumpang inimah
saldo sering gak tampil,5,1,5.46.2,2026-01-26 1:05:03,5.46.2,saldo sering gak tampil
Mantab,5,1,5.46.2,2026-01-26 0:51:05,5.46.2,mantab
sangat cepat dan responsif.,5,1,5.46.2,2026-01-26 0:34:59,5.46.2,sangat cepat dan responsif
ok,5,1,,2026-01-26 0:33:42,,ok
recomended,5,1,5.46.2,2026-01-26 0:32:48,5.46.2,recomended
"Driver sangat baik, sopan dan tepat waktu.",5,1,5.46.2,2026-01-26 0:22:37,5.46.2,driver sangat baik sopan dan tepat waktu
"TOLONGLAH GO-JEK UNTUK DRIVER YG DEKET ITU WAJIB AMBIL ORDERAN, BANYAK YG TELAT KARENA BNYK DRIVER YG JARAKNYA DEKAT DGN CUSTOMER TP TDK MAU AMBIL!!!",3,0,5.43.1,2026-01-25 23:56:43,5.43.1,tolonglah go jek untuk driver yg deket itu wajib ambil orderan banyak yg telat karena bnyk driver yg jaraknya dekat dgn customer tp tdk mau ambil
ok,5,1,5.46.2,2026-01-25 23:54:48,5.46.2,ok
susah banget nyari driver,1,0,,2026-01-25 23:54:32,,susah banget nyari driver
"driver lama, jauh, padahal lagi buru buru. chat selalu error, komunikasi susah.",1,0,5.46.2,2026-01-25 23:33:53,5.46.2,driver lama jauh padahal lagi buru buru chat selalu error komunikasi susah
jos,5,1,5.47.1,2026-01-25 23:32:04,5.47.1,jos
kmpang susah nyari driver,1,0,5.46.2,2026-01-25 23:31:54,5.46.2,kmpang susah nyari driver
setiap pagi kalo pesen transportasi ini selalu jauh dan ditolak sm drivernya padahal pake harga yang normal dan bukan yg promo.,1,0,5.47.1,2026-01-25 23:30:28,5.47.1,setiap pagi kalo pesen transportasi ini selalu jauh dan ditolak sm drivernya padahal pake harga yang normal dan bukan yg promo
bagus,5,1,5.46.2,2026-01-25 23:19:23,5.46.2,bagus
"ini saya ikut event yang login harian buat dapetin tiket pesta cuan mlbb, saya udah login 6 hari, harusnya sekarang bisa di klaim, tapi di aplikasinya gojek kok gak bisa diklaim ya, tolong gih di perbaiki, event di MLBBnya udah mau selesai ini nanti sore",1,0,5.46.2,2026-01-25 22:20:39,5.46.2,ini saya ikut event yang login harian buat dapetin tiket pesta cuan mlbb saya udah login 6 hari harusnya sekarang bisa di klaim tapi di aplikasinya gojek kok gak bisa diklaim ya tolong gih di perbaiki event di mlbbnya udah mau selesai ini nanti sore
top,5,1,5.46.2,2026-01-25 22:07:58,5.46.2,top
Ramah sopan,5,1,5.46.2,2026-01-25 21:19:17,5.46.2,ramah sopan
"kalau beli makanan jam 2 malam driver pada gak ada, nunggu maka ber jam2 ngebatali harus nunggu estimasi waktu habis, rugi sekali",1,0,5.46.2,2026-01-25 21:17:45,5.46.2,kalau beli makanan jam 2 malam driver pada gak ada nunggu maka ber jam2 ngebatali harus nunggu estimasi waktu habis rugi sekali
memuaskan,5,1,5.46.2,2026-01-25 21:14:59,5.46.2,memuaskan
"kepada semua, hati2 ya terhadap apk ini. termasuk gopay nya. skrang transfer gopay bisa ke semua nomor dikontak kalian, walaupun si pemilik nomer tidak pernah daftar gopay. dalih nya nomor daur ulang. coba minta bantuan awal2 iya bakal di beri harapan dg pemulihan akun lah dll. tp bakal sama ujung nya duit nya gak bakal balek. pengalaman pribadi transfer ke akun tidak aktiv dan berhasil. proses minta bantuan eeh nomor yg salah transfer sudah tidak terdaftar dan sudah di ganti nomer katanya.",5,1,5.46.2,2026-01-25 20:15:29,5.46.2,kepada semua hati2 ya terhadap apk ini termasuk gopay nya skrang transfer gopay bisa ke semua nomor dikontak kalian walaupun si pemilik nomer tidak pernah daftar gopay dalih nya nomor daur ulang coba minta bantuan awal2 iya bakal di beri harapan dg pemulihan akun lah dll tp bakal sama ujung nya duit nya gak bakal balek pengalaman pribadi transfer ke akun tidak aktiv dan berhasil proses minta bantuan eeh nomor yg salah transfer sudah tidak terdaftar dan sudah di ganti nomer katanya
good,5,1,5.46.2,2026-01-25 19:51:26,5.46.2,good
"pdhl rutenya ada yg lbh dkt+biaya ongkosnya jauh lbh murah seharusnya, tp disini mlh rutenya pilih yg jauh jd ongkosnya jd lbh mahal, plis minimal bisa pilih rute jalan yg lbh cepet selain wktunya lbh cepat smpe trs ongkosnya ga trllu jd mahal",3,0,5.35.1,2026-01-25 18:32:20,5.35.1,pdhl rutenya ada yg lbh dkt biaya ongkosnya jauh lbh murah seharusnya tp disini mlh rutenya pilih yg jauh jd ongkosnya jd lbh mahal plis minimal bisa pilih rute jalan yg lbh cepet selain wktunya lbh cepat smpe trs ongkosnya ga trllu jd mahal
kenapa saya ingin login harus memasukan otp dari email sedangkan email sudah tidak bisa dibuka mohon bantuannya,1,0,5.20.1,2026-01-25 18:29:38,5.20.1,kenapa saya ingin login harus memasukan otp dari email sedangkan email sudah tidak bisa dibuka mohon bantuannya
"kalau gofood mending pakai aplikasi orange deh, disini banyak jebakan harga.",1,0,5.46.2,2026-01-25 18:22:16,5.46.2,kalau gofood mending pakai aplikasi orange deh disini banyak jebakan harga
perhatikan jg kesejahteraan mitramu biar customer puas dgn pelayanan,1,0,5.46.2,2026-01-25 18:14:27,5.46.2,perhatikan jg kesejahteraan mitramu biar customer puas dgn pelayanan
seneng pake jasa gojeknya tp kesel Paylater nya gak bisa,5,1,5.46.2,2026-01-25 17:28:01,5.46.2,seneng pake jasa gojeknya tp kesel paylater nya gak bisa
"Saya login nomor lain gak bisa masuk, dicoba beberapa pin masih salah juga, klik lupa pin respon malah bilang pemeliharaan. Semuanya pengguna gojek, kasih bintang satu aja!",1,0,,2026-01-25 17:02:25,,saya login nomor lain gak bisa masuk dicoba beberapa pin masih salah juga klik lupa pin respon malah bilang pemeliharaan semuanya pengguna gojek kasih bintang satu aja
Aplikasi Kereeennnn..,5,1,5.47.1,2026-01-25 16:26:03,5.47.1,aplikasi kereeennnn
lumayan,3,0,,2026-01-25 16:20:27,,lumayan
ok,5,1,5.46.2,2026-01-25 16:11:12,5.46.2,ok
mantap,5,1,5.46.2,2026-01-25 15:27:54,5.46.2,mantap
alamat gonta-ganti sendiri gk jelas,1,0,5.46.2,2026-01-25 15:20:31,5.46.2,alamat gonta ganti sendiri gk jelas
dapet Driver yang baik dan ramah itu bahagia dan aman.,5,1,,2026-01-25 15:15:21,,dapet driver yang baik dan ramah itu bahagia dan aman
Cepet banget,5,1,5.46.2,2026-01-25 15:07:09,5.46.2,cepet banget
"makin kesini gajelas apk nya,banyak diver yg Deket tapi malah dapet yg jauh,udh gitu driver sering cancel gajelas,mohon untuk pihak apk perbaiki lg sistem nya,dan driver harus nya tidak bisa cancel sepihak.",1,0,5.45.1,2026-01-25 14:40:04,5.45.1,makin kesini gajelas apk nya banyak diver yg deket tapi malah dapet yg jauh udh gitu driver sering cancel gajelas mohon untuk pihak apk perbaiki lg sistem nya dan driver harus nya tidak bisa cancel sepihak
asyik,5,1,5.46.2,2026-01-25 14:13:53,5.46.2,asyik
"Saya sangat kecewa dengan aplikasi ini dimana saya pesan le minerale dari gomart tapi driver nya melakukan kekerasan kepada saya, baru kali ini saya mengalami hal begini akhirnya UNINSTALL aja,mending saya pakai aplikasi lain saja",1,0,,2026-01-25 14:03:42,,saya sangat kecewa dengan aplikasi ini dimana saya pesan le minerale dari gomart tapi driver nya melakukan kekerasan kepada saya baru kali ini saya mengalami hal begini akhirnya uninstall aja mending saya pakai aplikasi lain saja
penjemputan cepat,5,1,5.46.2,2026-01-25 14:00:14,5.46.2,penjemputan cepat
mengantar orang yang sudah tua sesuai tujuan dengan aman,5,1,,2026-01-25 13:49:00,,mengantar orang yang sudah tua sesuai tujuan dengan aman
drivernya sangat ramah sekali,5,1,5.46.2,2026-01-25 13:40:12,5.46.2,drivernya sangat ramah sekali
download nya lama bngt.,1,0,,2026-01-25 13:23:15,,download nya lama bngt
sangat membantu,5,1,5.47.1,2026-01-25 13:21:44,5.47.1,sangat membantu
tiba tiba banyak iklan,3,0,5.46.2,2026-01-25 13:16:25,5.46.2,tiba tiba banyak iklan
parah nunggu 1 jam gak datang2!!!,1,0,,2026-01-25 13:15:51,,parah nunggu 1 jam gak datang2
makin mudah pake gojek gak pake ribet,5,1,5.26.1,2026-01-25 13:06:48,5.26.1,makin mudah pake gojek gak pake ribet
"gojek sekarang diskonnya kecil bgt ya potongannya..? apalagi goride,goweekend cuma 3.500 ataupun ga ngurang sama skli pdhl dulu potongannya gede' loh.. :( saya anak pelajar sering nabung dari uang gojek sekarang udah gabisa huhu",2,0,5.47.1,2026-01-25 13:03:44,5.47.1,gojek sekarang diskonnya kecil bgt ya potongannya apalagi goride goweekend cuma 3 500 ataupun ga ngurang sama skli pdhl dulu potongannya gede loh saya anak pelajar sering nabung dari uang gojek sekarang udah gabisa huhu
LAYAK DIKASIH BINTANG 5..??? SUDAH LAYAK DAN PANTASKAH NILAI BINTANG 5..???,1,0,,2026-01-25 12:59:42,,layak dikasih bintang 5 sudah layak dan pantaskah nilai bintang 5
sangat membantu di kala lapar tapi mager,5,1,5.46.2,2026-01-25 12:35:45,5.46.2,sangat membantu di kala lapar tapi mager
"Sangat membantu. kurang nya tidak bisa menyimpan alamat baru, supaya tidak mencari2 alamat yg biasa kita pakai.",4,1,5.45.1,2026-01-25 12:34:01,5.45.1,sangat membantu kurang nya tidak bisa menyimpan alamat baru supaya tidak mencari2 alamat yg biasa kita pakai
"pelayanan yang sangat amat kurang ,, mau login aja dibikin ribet .. jawaban selalu gak berguna ,, sudah panjang lebar ngasih penjelasan masih aja dibikin ribet .. pantes dapet bintang 1",1,0,5.47.1,2026-01-25 12:19:21,5.47.1,pelayanan yang sangat amat kurang mau login aja dibikin ribet jawaban selalu gak berguna sudah panjang lebar ngasih penjelasan masih aja dibikin ribet pantes dapet bintang 1
bagus,5,1,5.45.1,2026-01-25 12:19:11,5.45.1,bagus
susah dapat driver,2,0,5.46.2,2026-01-25 12:11:45,5.46.2,susah dapat driver
sangat membantu untuk pulang pergi,5,1,5.47.1,2026-01-25 12:02:59,5.47.1,sangat membantu untuk pulang pergi
Bagus,5,1,4.87.3,2026-01-25 11:54:17,4.87.3,bagus
"tolong untuk develepor gojek, untuk orderan hemat / lainya kalau bisa carikan driver yang disekitar kita",1,0,5.46.2,2026-01-25 11:40:05,5.46.2,tolong untuk develepor gojek untuk orderan hemat lainya kalau bisa carikan driver yang disekitar kita
"aplikasi jelek, muter aja terus, driver kagak dpt2",1,0,5.46.2,2026-01-25 11:37:12,5.46.2,aplikasi jelek muter aja terus driver kagak dpt2
ok,5,1,5.44.1,2026-01-25 11:33:18,5.44.1,ok
tolong mitra gojek ubah harga beli emas menjadi 5 Rp soalnya saya ingin investasi emas di gojek dengan pembelian minim,4,1,5.44.1,2026-01-25 11:32:04,5.44.1,tolong mitra gojek ubah harga beli emas menjadi 5 rp soalnya saya ingin investasi emas di gojek dengan pembelian minim
pesan minuman harga 18000 ongkir smpe 25000 jadi total 43000 ngotak dong pt gojek sedangkan biaya ke abang ojol nya murah loe yang punya aplikasi yang untung gojek² hama,1,0,5.47.1,2026-01-25 11:04:35,5.47.1,pesan minuman harga 18000 ongkir smpe 25000 jadi total 43000 ngotak dong pt gojek sedangkan biaya ke abang ojol nya murah loe yang punya aplikasi yang untung gojek hama
"fiturnya lengkap tapi kek.nya rame bgt, dan spt nya admin belum berfungsi dgn baik. Contoh ada fitur paylater tapi saat di klik, isinya layanan gratis spt goreng,gomart,gocar,go dst. jadi kalo mmg ga ada tersedia, jgn dimasukin dulu dlm fitur. Terus utk gopinjam, itu keterangan bisa sp 12x tapi sudah di blok, hanya utk bisa 2x(2 bulan), sedangkan promosi akhir tahunnya keren. Tenor go pinjam nya di panjangkan donk sesuai promonya !!!",5,1,5.46.2,2026-01-25 10:40:42,5.46.2,fiturnya lengkap tapi kek nya rame bgt dan spt nya admin belum berfungsi dgn baik contoh ada fitur paylater tapi saat di klik isinya layanan gratis spt goreng gomart gocar go dst jadi kalo mmg ga ada tersedia jgn dimasukin dulu dlm fitur terus utk gopinjam itu keterangan bisa sp 12x tapi sudah di blok hanya utk bisa 2x 2 bulan sedangkan promosi akhir tahunnya keren tenor go pinjam nya di panjangkan donk sesuai promonya
"ada drefer yang mungutang ke saya dari lebaran idul Fitri tahun kemarin, sebesar 1.500.000, katanya untuk mendapatkan bonus THR, bilang besok di bayar nyatanya sama sekarang belum di bayar",1,0,5.47.1,2026-01-25 10:39:36,5.47.1,ada drefer yang mungutang ke saya dari lebaran idul fitri tahun kemarin sebesar 1 500 000 katanya untuk mendapatkan bonus thr bilang besok di bayar nyatanya sama sekarang belum di bayar
"saya udah nungguin lama buat order gofoodnya, pas orderan dibatalin sama penjualnya, malah gak ada info, gak dikasih tau kalo orderannya dibatalin penjualnya. dari tadi gambarnya stuck di ""makanannya sedang dimasak."" saya tutup aplikasi nya baru dikasih tau. Saya udah nungguin lama loh.",1,0,5.46.2,2026-01-25 10:16:23,5.46.2,saya udah nungguin lama buat order gofoodnya pas orderan dibatalin sama penjualnya malah gak ada info gak dikasih tau kalo orderannya dibatalin penjualnya dari tadi gambarnya stuck di makanannya sedang dimasak saya tutup aplikasi nya baru dikasih tau saya udah nungguin lama loh
bagus,5,1,5.46.2,2026-01-25 9:42:24,5.46.2,bagus
mantap,5,1,5.46.2,2026-01-25 9:38:41,5.46.2,mantap
Ok bgt,5,1,3.50.1,2026-01-25 9:30:39,3.50.1,ok bgt
ya allah Komisaris,5,1,,2026-01-25 9:30:18,,ya allah komisaris
"Tolong diperketat seleksi mitra/drivernya, rata-rata pada gabisa baca map,emosian, gamau ke titik jemput dll. banyak alasan",1,0,5.46.2,2026-01-25 9:10:45,5.46.2,tolong diperketat seleksi mitra drivernya rata rata pada gabisa baca map emosian gamau ke titik jemput dll banyak alasan
bagus,5,1,5.46.2,2026-01-25 9:06:21,5.46.2,bagus
driver ny baik2 sopan dan amanah,5,1,5.46.2,2026-01-25 9:05:37,5.46.2,driver ny baik2 sopan dan amanah
bagus,5,1,,2026-01-25 8:26:28,,bagus
Dari yang awalnya banyak diskon sekarang malah mahal mahal semua. Jarak yang cuman 4km or 5km ongkir nyaa ya Tuhan lebih malah dari harga makanan yang dibeli. Biasanya ongkir nya gak terlalu mahal. Ini sekarang astaga mahal bangettttttttt. Makin kesini makin bad experience aja makek gojek,1,0,5.46.2,2026-01-25 8:24:54,5.46.2,dari yang awalnya banyak diskon sekarang malah mahal mahal semua jarak yang cuman 4km or 5km ongkir nyaa ya tuhan lebih malah dari harga makanan yang dibeli biasanya ongkir nya gak terlalu mahal ini sekarang astaga mahal bangettttttttt makin kesini makin bad experience aja makek gojek
harga mahal ongkir mahal tapi kasih ongkosnya ke drivernya murah cuma 5 ribu licik banget kamu gojek ngambil keuntungan yang besar banget saya kecewa jgn gojek sekarang miris melihat nya,1,0,,2026-01-25 8:17:07,,harga mahal ongkir mahal tapi kasih ongkosnya ke drivernya murah cuma 5 ribu licik banget kamu gojek ngambil keuntungan yang besar banget saya kecewa jgn gojek sekarang miris melihat nya
sangat membantu,5,1,,2026-01-25 8:12:29,,sangat membantu
its ok,5,1,5.43.1,2026-01-25 7:58:51,5.43.1,its ok
nyaman dan menyenangkan,5,1,5.45.1,2026-01-25 7:51:10,5.45.1,nyaman dan menyenangkan
mantap,5,1,,2026-01-25 7:37:26,,mantap
sangat berguna untuk semua orang,4,1,5.46.2,2026-01-25 7:26:28,5.46.2,sangat berguna untuk semua orang
baik ok banggggget,5,1,,2026-01-25 7:20:19,,baik ok banggggget
"tolong ya ini fitur alamat knp gini ya, kan aku dri rumah ke swiss belhotel tuh lalu aku balik lagi kerumah setelah selesai acara tpi pas aku mesen gofood dan udh dijlan alamatnya malah ke swiss belhotel padahal disana aku g buka gojek sama sekali tpi giliran sampe rumah alamatnya g keganti. tolong ya fitur otomatis alamat jangan kek gini biar kita yg atur alamtnya dimana biar g kek aku udh 2 kli kejadian loh ini.",1,0,5.46.2,2026-01-25 7:01:41,5.46.2,tolong ya ini fitur alamat knp gini ya kan aku dri rumah ke swiss belhotel tuh lalu aku balik lagi kerumah setelah selesai acara tpi pas aku mesen gofood dan udh dijlan alamatnya malah ke swiss belhotel padahal disana aku g buka gojek sama sekali tpi giliran sampe rumah alamatnya g keganti tolong ya fitur otomatis alamat jangan kek gini biar kita yg atur alamtnya dimana biar g kek aku udh 2 kli kejadian loh ini
baagus,5,1,5.44.1,2026-01-25 6:36:17,5.44.1,baagus
mantaaab,5,1,5.46.2,2026-01-25 6:35:44,5.46.2,mantaaab
"terbaik, mantap",5,1,5.47.1,2026-01-25 6:35:02,5.47.1,terbaik mantap
selalu ada disaat butuh,5,1,5.47.1,2026-01-25 6:31:02,5.47.1,selalu ada disaat butuh
"Tolong developer ketika ""DRIVER GOFOOD SEDANG MENERIMA DOUBLE ORDER DIKASIH KETERANGAN di APLIKASI KETIKA di PERJALANAN"", jadi pemesan tau pesanan agak lama sampainya, masalahnya waktu estimasi di aplikasi itu tidak sesuai.",3,0,5.46.2,2026-01-25 6:13:41,5.46.2,tolong developer ketika driver gofood sedang menerima double order dikasih keterangan di aplikasi ketika di perjalanan jadi pemesan tau pesanan agak lama sampainya masalahnya waktu estimasi di aplikasi itu tidak sesuai
internet 5g malah gabisa dipakai,1,0,5.46.2,2026-01-25 6:11:55,5.46.2,internet 5g malah gabisa dipakai
"mitranya tolong di briefing lagi terkait kenyamanan dan juga keselamatan, pake helm tanpa kaca terutama perjalanan jauh kurang nyaman dan bikin pusing (angin kencang dan banyak debu). terutama goride comfort jangan hanya menekankan motor unit baru, perhatikan juga helm nya layak atau tidak untuk digunakan di jalan raya.",3,0,,2026-01-25 6:06:25,,mitranya tolong di briefing lagi terkait kenyamanan dan juga keselamatan pake helm tanpa kaca terutama perjalanan jauh kurang nyaman dan bikin pusing angin kencang dan banyak debu terutama goride comfort jangan hanya menekankan motor unit baru perhatikan juga helm nya layak atau tidak untuk digunakan di jalan raya
